1p. Locale broad type (name),1q. Census Region,2a. Total number of buses,4b. Number of students in district,4c. Number of schools in district,4f. Median household income,4g. Percent of population below the poverty level,5f. PM2.5 concentration,5h. Ozone concentration
Rural,Midwest,10.0,777.0,2.0,64819.0,0.071,8.531729987,57.70851452
Town,West,26.0,2606.0,8.0,83052.0,0.08,5.71867505,44.21979194
Rural,South,15.0,974.0,3.0,65592.0,0.05,9.07928274,63.30242
Urban,West,124.0,23631.0,40.0,49684.0,0.20600000000000002,5.499249419,68.7486083
Town,South,16.0,1837.0,4.0,55042.0,0.096,9.013900254,60.23488925
Town,Midwest,42.0,1803.0,4.0,60234.0,0.084,6.884365751,59.07419202
Rural,Midwest,9.0,118.0,2.0,85313.0,0.063,5.094988534,56.41316305
Rural,Midwest,8.0,657.0,2.0,62128.0,0.099,5.751603405,60.89250322
Suburban,South,176.0,10837.0,20.0,111368.0,0.059000000000000004,7.443326621,56.39023309
Suburban,Midwest,45.0,9357.0,16.0,60971.0,0.11,8.566036707,60.28270682
Town,Midwest,11.0,808.0,4.0,57006.0,0.09300000000000001,5.809230354,60.2937162
Rural,West,4.0,183.0,1.0,85908.0,0.034,5.995273228,58.15149872
Suburban,West,105.0,7296.0,14.0,84546.0,0.057,8.676958126,55.88654681
Rural,Midwest,6.0,331.0,2.0,71179.0,0.044000000000000004,5.556907744,58.18594918
Urban,Midwest,199.0,27442.0,45.0,51789.0,0.196,9.517652887,59.8681936
Town,Midwest,56.0,4386.0,8.0,67626.0,0.106,7.904775518,58.56434771
Rural,West,16.0,725.0,3.0,60647.0,0.11800000000000001,2.960571808,57.19013
Rural,Midwest,3.0,56.0,1.0,48125.0,0.247,4.602256356,59.1696186
Town,South,28.0,2298.0,5.0,82154.0,0.063,8.812966957,70.33293804
Suburban,Midwest,186.0,17124.0,23.0,97416.0,0.04,8.937163983,66.88955913
Urban,Midwest,84.0,10518.0,18.0,65960.0,0.1,8.819948986,56.18645151
Suburban,Northeast,78.0,5663.0,8.0,130294.0,0.037000000000000005,7.124889717,68.99187036
Suburban,Midwest,21.0,1932.0,3.0,73092.0,0.033,8.645993366,57.45553704
Suburban,South,377.0,66916.0,75.0,126747.0,0.042,9.384729526,70.32660366
Rural,Northeast,22.0,802.0,2.0,62500.0,0.113,6.246866637,52.62215469
Rural,Midwest,3.0,78.0,2.0,41071.0,0.261,7.062676475,56.54488472
Rural,Midwest,41.0,1716.0,4.0,81263.0,0.077,8.865396064,60.40944301
Rural,Midwest,10.0,535.0,2.0,50303.0,0.124,8.422645871,57.52012193
Urban,South,432.0,36326.0,58.0,61064.0,0.141,8.420896567,59.06960545
Suburban,South,188.0,23181.0,40.0,57580.0,0.133,9.237834956,60.94510084
Rural,Midwest,21.0,923.0,3.0,57987.0,0.1,8.64266815,58.07526193
Rural,West,1.0,28.0,1.0,41500.0,0.115,4.651925288,53.37479999
Town,Midwest,33.0,1745.0,3.0,49139.0,0.159,8.417050643,58.83531841
Town,Midwest,20.0,1283.0,3.0,57708.0,0.077,7.665465312,56.33636675
Rural,South,14.0,473.0,2.0,40391.0,0.166,8.470138689,56.94491129
Rural,Midwest,5.0,122.0,2.0,61042.0,0.051,4.893614962,56.87174064
Town,Midwest,37.0,1928.0,4.0,73071.0,0.07200000000000001,7.675229207,58.15725064
Rural,South,27.0,1726.0,8.0,42519.0,0.183,6.737275752,55.12791596
Rural,Northeast,23.0,660.0,2.0,85913.0,0.114,6.410369148,52.56594252
Rural,South,24.0,1546.0,3.0,52491.0,0.201,7.962551398,59.94481854
Rural,Midwest,4.0,157.0,1.0,71875.0,0.151,6.934078776,56.14778955
Suburban,South,116.0,27019.0,39.0,64821.0,0.146,9.43142345,65.83141191
Suburban,Midwest,15.0,1125.0,3.0,51882.0,0.166,9.151584742,64.92520875
Rural,South,11.0,270.0,2.0,49605.0,0.124,5.748366056,62.65690938
Suburban,South,7.0,566.0,3.0,53194.0,0.203,10.37316575,54.50752
Rural,Midwest,6.0,214.0,2.0,49464.0,0.136,7.333068946,56.33525267
Rural,West,4.0,289.0,2.0,109375.0,0.04,9.250310699,51.92631942
Rural,West,6.0,441.0,1.0,62361.0,0.076,5.579282494,65.96880279
Rural,Midwest,3.0,178.0,2.0,51875.0,0.11900000000000001,8.65725208,59.8962778
Town,South,20.0,2018.0,5.0,39493.0,0.292,9.910013582,54.55038683
Rural,Midwest,23.0,900.0,3.0,56719.0,0.141,8.589384406,57.30913992
Suburban,Northeast,14.0,1173.0,3.0,187102.0,0.038,7.406889991,65.16559901
Rural,South,8.0,120.0,1.0,75000.0,0.087,5.262970188,60.74391182
Rural,Midwest,4.0,280.0,2.0,49018.0,0.172,7.537810918,58.21395291
Rural,South,15.0,724.0,2.0,73750.0,0.099,8.846443166,59.74191481
Rural,Midwest,56.0,1259.0,3.0,45846.0,0.225,7.976403328,56.39710755
Rural,West,11.0,479.0,4.0,45441.0,0.132,4.325925136,46.61461573
Rural,West,11.0,88.0,4.0,31667.0,0.134,4.109457726,59.12408
Suburban,Northeast,3.0,1381.0,4.0,104949.0,0.039,8.964419877,65.14887149
Rural,West,10.0,202.0,2.0,50802.0,0.099,4.558030336,55.10586509
Suburban,South,1848.0,181814.0,140.0,76156.0,0.10400000000000001,10.34032821,64.62165189
Suburban,Midwest,81.0,7965.0,9.0,64025.0,0.107,9.246236829,66.03199133
Rural,Midwest,11.0,697.0,3.0,56679.0,0.11699999999999999,7.102504452,60.2670411
Urban,Midwest,45.0,4685.0,6.0,29980.0,0.35100000000000003,8.226742868,62.34882614
Town,West,5.0,1027.0,4.0,47045.0,0.092,5.799531014,53.33833
Suburban,South,11.0,968.0,2.0,74038.0,0.073,9.313912795,64.6907075
Suburban,Northeast,1.0,1147.0,5.0,84303.0,0.043,8.091354613,65.71633252
Town,Midwest,40.0,2149.0,3.0,60647.0,0.113,8.44031088,59.67815012
Town,West,1.0,163.0,1.0,112875.0,0.083,5.079168965,56.06446852
Town,South,50.0,3134.0,8.0,45469.0,0.18899999999999997,7.860093943,57.26336555
Town,Midwest,13.0,1125.0,3.0,71719.0,0.094,7.341664501,60.42639525
Rural,Northeast,26.0,1135.0,3.0,55717.0,0.096,4.94630523,51.35648938
Rural,Midwest,6.0,419.0,2.0,57429.0,0.129,7.842143436,61.4524246
Rural,Midwest,45.0,3290.0,8.0,60800.0,0.132,7.242183173,55.98398904
Suburban,South,34.0,1944.0,4.0,55086.0,0.10099999999999999,8.614333999,58.82265302
Rural,Northeast,8.0,481.0,1.0,46481.0,0.152,7.241428493,64.74178
Rural,Northeast,10.0,437.0,2.0,47446.0,0.172,7.10132788,59.22955483
Rural,Midwest,8.0,395.0,3.0,71719.0,0.069,6.626548465,60.65172693
Rural,Northeast,22.0,871.0,2.0,71328.0,0.054000000000000006,6.77675565,57.36740614
Suburban,Northeast,16.0,571.0,2.0,75810.0,0.052000000000000005,6.379346153,53.3228551
Town,Midwest,45.0,1817.0,5.0,65225.0,0.09,8.789250415,58.59680017
Rural,South,22.0,1200.0,3.0,43707.0,0.193,8.783701033,64.40015146
Rural,Midwest,14.0,750.0,3.0,57191.0,0.126,8.494281815,59.79468939
Town,Midwest,16.0,861.0,3.0,66848.0,0.08,7.032510941,59.61666665
Rural,Midwest,10.0,335.0,2.0,78056.0,0.09,4.960640922,58.51151264
Rural,West,8.0,300.0,3.0,59600.0,0.133,7.7870607,55.4379648
Rural,South,106.0,3332.0,9.0,41138.0,0.166,7.625053884,57.38289627
Rural,South,6.0,184.0,1.0,67750.0,0.066,6.194779775,58.95924807
Town,West,5.0,2578.0,6.0,64483.0,0.151,4.849703069,58.31401977
Urban,West,102.0,25451.0,42.0,123066.0,0.084,7.180925704,63.5097452
Town,Midwest,29.0,2887.0,8.0,49661.0,0.11900000000000001,7.857571953,59.87627426
Rural,South,6.0,130.0,1.0,81750.0,0.039,5.896645038,60.89627662
Town,Midwest,27.0,1694.0,7.0,57486.0,0.08900000000000001,7.805630732,57.82135693
Suburban,Midwest,1.0,1337.0,3.0,68485.0,0.094,7.491956513,58.32685942
Town,South,13.0,461.0,1.0,56157.0,0.07,8.96186824,61.46466782
Town,West,37.0,3013.0,8.0,63679.0,0.149,7.659496455,55.40430464
Rural,Midwest,18.0,779.0,2.0,73780.0,0.059000000000000004,6.905409627,60.27439004
Rural,Midwest,31.0,1247.0,2.0,75375.0,0.08,8.669769166,60.49483304
Town,Northeast,2.0,142.0,1.0,72904.0,0.11900000000000001,5.478093425,61.10345
Rural,Midwest,11.0,199.0,2.0,49375.0,0.17300000000000001,7.547399033,56.36272514
Suburban,Midwest,44.0,4155.0,9.0,57656.0,0.12,5.231479938,53.09007223
Town,Midwest,18.0,899.0,2.0,55223.0,0.066,8.770916173,60.06697499
Urban,South,24.0,3877.0,9.0,52527.0,0.145,8.343619222,61.65745104
Town,South,56.0,6443.0,9.0,68417.0,0.11699999999999999,9.24132677,60.05102528
Rural,Midwest,13.0,637.0,1.0,41402.0,0.215,8.477001281,60.07952541
Rural,Northeast,27.0,1014.0,3.0,60446.0,0.114,6.944970484,60.54277949
Suburban,Midwest,8.0,843.0,2.0,76620.0,0.034,8.800625331,61.74845448
Rural,South,39.0,6185.0,11.0,64600.0,0.127,8.940841061,59.82435435
Town,West,24.0,1091.0,5.0,65083.0,0.11199999999999999,8.353345425,52.77057747
Suburban,Midwest,274.0,17721.0,22.0,113931.0,0.052000000000000005,10.17320386,66.58515435
Urban,Midwest,81.0,4933.0,13.0,61067.0,0.11,10.11265461,63.08994171
Rural,South,30.0,1654.0,5.0,51884.0,0.21100000000000002,7.277355755,60.82648829
Rural,Midwest,29.0,1712.0,4.0,59063.0,0.10099999999999999,8.696820017,58.72827579
Rural,South,128.0,14469.0,30.0,50157.0,0.16699999999999998,7.696837635,60.04388639
Suburban,Midwest,11.0,749.0,3.0,47775.0,0.163,8.377453061,57.5382325
Rural,Midwest,10.0,616.0,2.0,65257.0,0.08900000000000001,8.485767875,61.19110637
Rural,Midwest,17.0,1261.0,3.0,68409.0,0.132,7.483464856,56.83803783
Town,Northeast,33.0,1433.0,3.0,54501.0,0.141,6.941351755,58.93609432
Town,Midwest,82.0,4053.0,10.0,66842.0,0.09300000000000001,8.639301795,59.33721072
Town,Midwest,26.0,2036.0,4.0,77280.0,0.044000000000000004,7.830781141,55.44888698
Suburban,Midwest,25.0,3129.0,5.0,44773.0,0.22899999999999998,9.432670753,63.18139919
Rural,Midwest,23.0,1147.0,4.0,59063.0,0.133,7.610517992,56.87137561
Rural,Midwest,12.0,394.0,2.0,52978.0,0.109,6.809129414,57.44234831
Suburban,Midwest,61.0,4238.0,4.0,56528.0,0.16899999999999998,9.979856882,62.61028228
Rural,Midwest,20.0,828.0,3.0,40735.0,0.278,7.97107732,57.18852083
Town,West,26.0,2468.0,5.0,54710.0,0.134,5.085937988,58.93969537
Suburban,South,122.0,12360.0,18.0,78667.0,0.11199999999999999,8.69923044,67.16140098
Rural,West,30.0,1319.0,6.0,74983.0,0.091,6.456832282,71.35233355
Rural,Midwest,23.0,1719.0,4.0,63833.0,0.094,7.288782883,59.86223133
Urban,West,39.0,9251.0,4.0,77401.0,0.11800000000000001,5.390892377,48.80334034
Town,Midwest,33.0,1597.0,5.0,55514.0,0.156,8.47246781,60.53045696
Rural,Midwest,22.0,1374.0,3.0,53498.0,0.134,7.347406287,57.23146689
Rural,Northeast,2.0,50.0,1.0,77500.0,0.065,4.773644055,59.64914
Rural,West,2.0,17.0,1.0,49375.0,0.039,3.726608685,55.72167
Suburban,Midwest,16.0,1790.0,5.0,73315.0,0.11,7.448390931,55.6436276
Rural,Midwest,21.0,995.0,3.0,70862.0,0.084,6.480049065,59.72415304
Rural,South,42.0,2194.0,6.0,46592.0,0.183,6.292725472,54.77259588
Suburban,West,10.0,2859.0,5.0,54618.0,0.18600000000000003,7.570375446,66.77782202
Town,South,108.0,12804.0,20.0,115027.0,0.042,7.343606289,64.81349975
Rural,South,84.0,6106.0,7.0,78895.0,0.092,7.775226071,59.5774896
Suburban,Midwest,38.0,3596.0,6.0,83533.0,0.045,8.911648032,60.86944475
Rural,Northeast,8.0,110.0,1.0,34728.0,0.244,4.187323151,49.6689
Suburban,Northeast,5.0,807.0,1.0,91319.0,0.065,8.936256611,64.08170154
Rural,South,110.0,11629.0,23.0,65399.0,0.107,8.798316936,65.40915257
Suburban,Northeast,8.0,2229.0,5.0,107416.0,0.043,8.43366252,62.98912987
Rural,West,32.0,1194.0,6.0,58020.0,0.165,2.988438495,56.04912617
Rural,South,14.0,403.0,3.0,62731.0,0.055,8.854316599,60.01218058
Rural,South,14.0,615.0,3.0,42608.0,0.109,8.628217248,62.54001471
Town,Midwest,13.0,942.0,3.0,32275.0,0.262,7.776194585,58.03953995
Suburban,West,25.0,6881.0,5.0,73386.0,0.124,8.840473599,63.4298651
Rural,Midwest,9.0,877.0,2.0,74250.0,0.085,7.513479323,55.48746206
Rural,Midwest,34.0,1759.0,5.0,74856.0,0.08,8.864986481,60.99587514
Rural,Midwest,11.0,294.0,2.0,52961.0,0.121,4.255966054,54.7239897
Rural,West,23.0,958.0,10.0,62164.0,0.055999999999999994,3.918384851,61.89737977
Rural,Midwest,6.0,176.0,2.0,73542.0,0.06,5.69864375,55.11439405
Rural,Midwest,5.0,432.0,2.0,56528.0,0.114,5.610392906,57.29953012
Rural,West,5.0,105.0,2.0,23750.0,0.522,4.409083397,55.79009
Suburban,Midwest,18.0,1092.0,4.0,76783.0,0.043,10.27270143,65.14770286
Suburban,Midwest,86.0,12680.0,25.0,80200.0,0.087,6.487942001,59.04810792
Suburban,Northeast,22.0,4072.0,7.0,105000.0,0.049,8.779830486,63.31461563
Rural,Midwest,6.0,424.0,3.0,72887.0,0.057,8.927819877,57.68681343
Rural,Midwest,11.0,546.0,3.0,49531.0,0.152,7.855984712,57.09847228
Rural,Midwest,8.0,157.0,1.0,43179.0,0.19399999999999998,6.979216147,54.13067985
Rural,South,14.0,819.0,3.0,95769.0,0.040999999999999995,9.090222882,60.84013557
Suburban,Northeast,1.0,553.0,1.0,244493.0,0.0,8.369127397,63.59266
Rural,South,24.0,1554.0,4.0,54181.0,0.248,8.831657756,59.77495109
Rural,South,10.0,254.0,2.0,42723.0,0.068,7.551198538,59.87757571
Town,Midwest,15.0,1514.0,4.0,65361.0,0.098,9.25122522,57.45182167
Rural,South,9.0,878.0,3.0,73235.0,0.08900000000000001,8.257292323,63.299599
Rural,Midwest,23.0,1665.0,3.0,68460.0,0.057999999999999996,9.356941994,60.72317689
Rural,West,3.0,73.0,1.0,84750.0,0.087,5.666849892,54.47210355
Urban,Midwest,22.0,2834.0,7.0,66353.0,0.102,7.921845247,67.12476759
Town,West,11.0,670.0,3.0,42057.0,0.177,6.875260554,43.76656172
Rural,Midwest,50.0,4256.0,6.0,86235.0,0.034,8.998244611,59.59635983
Rural,West,5.0,44.0,3.0,35208.0,0.251,3.946057096,54.4473
Rural,Midwest,34.0,1361.0,3.0,57191.0,0.075,8.740099845,58.58346519
Town,Midwest,31.0,2420.0,7.0,47809.0,0.135,7.058340281,55.15490097
Rural,Midwest,5.0,145.0,3.0,57679.0,0.20800000000000002,6.594554741,57.33990338
Rural,Northeast,22.0,690.0,4.0,40583.0,0.18100000000000002,4.617885491,51.84680989
Rural,West,2.0,72.0,1.0,116094.0,0.046,4.982698256,55.02437543
Rural,West,11.0,381.0,2.0,54837.0,0.20600000000000002,7.735777552,48.32883898
Rural,Northeast,10.0,181.0,1.0,65000.0,0.171,6.293473502,52.51977213
Rural,South,22.0,356.0,2.0,43329.0,0.06,7.551304362,57.05728643
Town,West,34.0,1685.0,6.0,54472.0,0.11800000000000001,7.346500752,50.06610016
Urban,South,16.0,1929.0,5.0,37539.0,0.252,9.065091634,59.16354617
Rural,Midwest,25.0,868.0,5.0,50270.0,0.158,8.026534454,56.31841317
Rural,Midwest,6.0,244.0,3.0,90375.0,0.106,8.744056389,61.09524492
Rural,Midwest,5.0,225.0,1.0,71115.0,0.08800000000000001,8.455407685,59.63422579
Suburban,South,29.0,2926.0,7.0,40096.0,0.24,10.427629,54.96485357
Rural,Midwest,17.0,894.0,4.0,55844.0,0.127,7.985943935,55.19171514
Town,Midwest,16.0,1068.0,3.0,77373.0,0.075,8.145861775,56.4845993
Rural,Midwest,3.0,115.0,1.0,49464.0,0.12300000000000001,6.238535342,56.34536
Rural,Midwest,29.0,1043.0,3.0,57136.0,0.073,8.695530633,59.41294062
Rural,Midwest,3.0,76.0,1.0,57500.0,0.026000000000000002,7.43433863,54.78436
Rural,South,6.0,141.0,1.0,53472.0,0.145,7.695152565,60.49951494
Rural,South,5.0,279.0,2.0,43611.0,0.168,6.01421039,62.80172906
Suburban,South,35.0,1755.0,4.0,46065.0,0.203,9.02149003,61.85435656
Urban,Midwest,66.0,12660.0,23.0,63583.0,0.11900000000000001,10.13324747,63.58084189
Rural,Northeast,23.0,527.0,2.0,53789.0,0.19,6.788770418,56.76008665
Rural,South,36.0,6972.0,10.0,67756.0,0.084,9.074652137,66.9261183
Town,Midwest,12.0,1364.0,4.0,40625.0,0.19399999999999998,7.769863164,62.55284064
Suburban,West,14.0,2157.0,6.0,87769.0,0.122,9.01820235,73.37764855
Rural,Midwest,32.0,1921.0,5.0,65085.0,0.113,8.981481697,61.47182765
Rural,Northeast,19.0,990.0,3.0,79597.0,0.042,6.406189287,53.11237133
Town,Midwest,12.0,888.0,4.0,57031.0,0.092,8.720592224,60.53969758
Rural,Midwest,5.0,145.0,2.0,46111.0,0.078,7.051328476,56.39741773
Rural,Midwest,7.0,504.0,2.0,81218.0,0.043,7.877852273,58.88600342
Town,Midwest,19.0,1812.0,3.0,58031.0,0.155,7.057314545,59.5484779
Suburban,Northeast,23.0,2131.0,3.0,102381.0,0.036000000000000004,9.042238457,65.79193699
Rural,South,16.0,694.0,2.0,47973.0,0.182,9.254251907,59.5319213
Town,Midwest,38.0,1824.0,5.0,67011.0,0.076,8.715021067,58.96579058
Rural,Midwest,9.0,870.0,3.0,49931.0,0.12,8.602412375,59.40467609
Rural,Midwest,14.0,1139.0,3.0,66616.0,0.094,8.726627305,58.95512514
Rural,Midwest,4.0,205.0,2.0,57500.0,0.129,7.464698242,57.63732365
Rural,West,1.0,12.0,1.0,35000.0,0.281,4.461657973,61.55313
Rural,West,3.0,124.0,1.0,46273.0,0.08199999999999999,4.654600289,58.68596479
Rural,Midwest,2.0,179.0,2.0,55938.0,0.105,8.628727835,61.34682086
Rural,Midwest,17.0,1038.0,2.0,71456.0,0.106,8.751175286,58.55737472
Rural,West,17.0,384.0,3.0,56696.0,0.126,3.382642547,58.50069725
Rural,Midwest,5.0,263.0,2.0,60658.0,0.091,5.734915987,54.35008398
Suburban,West,85.0,7324.0,16.0,118882.0,0.051,7.056574119,55.58040309
Suburban,West,13.0,1896.0,5.0,122519.0,0.039,6.917976661,75.24928471
Rural,South,14.0,377.0,2.0,36657.0,0.182,7.642450161,56.04767652
Urban,South,433.0,59007.0,75.0,66667.0,0.122,9.307573984,64.55952462
Suburban,Midwest,69.0,6382.0,12.0,69805.0,0.111,8.637446098,63.486858
Urban,West,7.0,1836.0,5.0,108132.0,0.049,6.500534056,52.26836417
Urban,Midwest,37.0,7099.0,17.0,41232.0,0.231,9.717509816,62.41352672
Suburban,West,27.0,5408.0,11.0,38057.0,0.20600000000000002,4.462513435,62.47181257
Rural,South,90.0,3459.0,11.0,30831.0,0.322,7.211140016,58.56008571
Suburban,Midwest,19.0,4139.0,10.0,71525.0,0.079,7.724407841,58.58980833
Rural,Midwest,4.0,477.0,2.0,61250.0,0.13,5.810248406,59.7649896
Rural,South,30.0,1562.0,4.0,53132.0,0.136,9.593402363,62.69958829
Rural,South,120.0,7873.0,15.0,53918.0,0.094,7.400958947,57.26440101
Rural,South,5.0,151.0,1.0,68750.0,0.151,8.162903573,66.09450378
Rural,Northeast,24.0,1002.0,3.0,66821.0,0.102,6.58168902,53.58602284
Rural,Midwest,15.0,987.0,3.0,71599.0,0.099,9.521094752,60.19560217
Rural,South,13.0,774.0,3.0,51265.0,0.141,8.355856703,59.40384081
Town,South,65.0,3158.0,10.0,47652.0,0.14300000000000002,9.470850247,59.59228898
Rural,West,4.0,257.0,1.0,77417.0,0.113,5.782089414,51.90261379
Suburban,Northeast,3.0,539.0,2.0,90048.0,0.049,7.632030137,60.87129
Urban,Northeast,682.0,30124.0,60.0,42186.0,0.276,7.926158759,60.98943843
Rural,West,5.0,326.0,4.0,64909.0,0.107,3.84163183,61.6418474
Rural,Midwest,49.0,3000.0,5.0,58619.0,0.267,9.453509983,63.16452738
Rural,Midwest,1.0,45.0,1.0,36875.0,0.249,5.807936438,54.88815
Rural,Midwest,23.0,1691.0,4.0,49643.0,0.183,8.313602465,56.25291653
Urban,West,119.0,28893.0,41.0,69103.0,0.141,11.43686317,75.74588802
Urban,West,106.0,11380.0,7.0,52579.0,0.184,7.580626032,61.83989623
Rural,West,11.0,990.0,3.0,65838.0,0.12,7.410607041,52.56837926
Rural,South,22.0,1624.0,4.0,59836.0,0.057999999999999996,7.173840389,60.53934277
Rural,Northeast,14.0,372.0,1.0,60938.0,0.113,6.180722041,52.53044997
Rural,West,14.0,759.0,3.0,70462.0,0.09,5.454200787,46.7673848
Rural,South,8.0,329.0,1.0,49688.0,0.215,6.142393861,62.66718585
Town,South,35.0,2048.0,3.0,43167.0,0.17300000000000001,8.725821527,58.14870447
Suburban,Northeast,22.0,1005.0,3.0,180208.0,0.035,7.161858911,64.15822287
Town,South,88.0,6333.0,8.0,74935.0,0.099,9.642755174,60.51974012
Urban,South,77.0,8274.0,15.0,53128.0,0.179,9.226677391,61.71489727
Rural,West,4.0,60.0,3.0,49028.0,0.149,3.687731696,55.795533
Town,Midwest,20.0,1802.0,5.0,89232.0,0.059000000000000004,7.098032062,56.42231966
Rural,West,15.0,728.0,3.0,60313.0,0.12300000000000001,3.485128019,55.59015613
Rural,Midwest,7.0,270.0,1.0,56765.0,0.095,5.235191057,54.11006108
Town,South,17.0,1836.0,6.0,44287.0,0.18600000000000003,8.137938295,57.10347692
Rural,Midwest,17.0,828.0,3.0,74904.0,0.04,8.078639775,60.10324161
Rural,Midwest,9.0,348.0,2.0,39509.0,0.187,7.135777054,55.85102493
Rural,West,6.0,157.0,3.0,66250.0,0.073,4.278853534,56.66535
Suburban,South,475.0,60609.0,93.0,62911.0,0.127,8.458906376,60.23174044
Rural,Midwest,19.0,727.0,3.0,40921.0,0.20800000000000002,7.138690733,55.49670214
Rural,West,35.0,2037.0,9.0,70430.0,0.114,9.197397803,55.4815834
Rural,Northeast,17.0,495.0,2.0,44956.0,0.18100000000000002,6.355616776,52.90854415
Rural,Midwest,6.0,151.0,1.0,38906.0,0.183,6.925107218,59.13251075
Town,Midwest,17.0,1576.0,4.0,53846.0,0.209,8.449392612,55.73597136
Town,Midwest,21.0,3215.0,9.0,59972.0,0.098,7.280373618,59.42272239
Rural,West,2.0,89.0,2.0,52500.0,0.055,4.341786061,65.89199952
Town,South,22.0,1083.0,3.0,52500.0,0.19,7.866306857,64.74907532
Rural,Midwest,27.0,1558.0,5.0,35041.0,0.218,7.766804859,55.65975717
Rural,Midwest,7.0,220.0,2.0,53462.0,0.11900000000000001,7.170304031,56.22631275
Town,South,24.0,2691.0,6.0,47485.0,0.16699999999999998,6.388336539,63.11292905
Rural,South,69.0,3987.0,9.0,60876.0,0.113,7.032215431,56.54955135
Rural,Midwest,18.0,637.0,3.0,40396.0,0.19899999999999998,7.948217582,56.11129659
Suburban,Northeast,31.0,6835.0,13.0,118326.0,0.07200000000000001,8.505708703,62.65944766
Town,West,8.0,1066.0,3.0,51304.0,0.147,5.434720537,44.14754173
Town,West,23.0,642.0,3.0,60805.0,0.129,2.982950933,56.95781418
Rural,Midwest,3.0,284.0,2.0,76719.0,0.07400000000000001,5.90682748,54.80093563
Rural,Midwest,91.0,6069.0,9.0,81620.0,0.078,8.394056366,60.56219465
Suburban,Midwest,107.0,9257.0,16.0,61075.0,0.105,9.409086813,62.28585683
Rural,Midwest,9.0,278.0,2.0,77045.0,0.048,4.97418348,58.03898733
Rural,South,34.0,1039.0,4.0,64460.0,0.109,6.733118291,59.66947637
Rural,South,7.0,409.0,2.0,54519.0,0.095,7.038255616,60.69510593
Suburban,Midwest,94.0,6510.0,11.0,80252.0,0.057,8.535118902,61.2583574
Urban,West,160.0,22003.0,43.0,73049.0,0.114,7.621334324,53.98655505
Suburban,Northeast,88.0,3920.0,6.0,89498.0,0.071,7.021826873,52.47698577
Rural,South,7.0,775.0,2.0,35909.0,0.201,8.445844002,58.30535714
Town,Northeast,33.0,1951.0,6.0,51868.0,0.122,6.460540367,51.49614688
Rural,South,13.0,560.0,3.0,51014.0,0.139,8.609009829,62.47583109
Rural,South,28.0,1116.0,3.0,42019.0,0.272,8.003202418,59.83212496
Town,South,31.0,1931.0,4.0,41333.0,0.248,9.308044832,58.1124467
Rural,South,19.0,846.0,3.0,45521.0,0.16,8.93132107,56.36137731
Suburban,Northeast,5.0,735.0,2.0,127953.0,0.042,6.936927123,58.91715
Rural,Midwest,15.0,1020.0,3.0,58164.0,0.147,7.301985618,55.90882011
Urban,West,32.0,5249.0,15.0,46212.0,0.28300000000000003,7.432812257,69.20937525
Suburban,Midwest,154.0,16525.0,24.0,105744.0,0.052000000000000005,9.782956442,60.28156438
Town,South,33.0,2187.0,6.0,54277.0,0.233,6.339594764,63.79885167
Rural,Midwest,9.0,327.0,2.0,45100.0,0.183,7.04800185,55.9525142
Rural,Northeast,18.0,575.0,3.0,44321.0,0.222,5.022263606,51.16833192
Town,West,32.0,3618.0,7.0,55044.0,0.142,8.616994046,53.50646911
Town,West,11.0,1573.0,6.0,56182.0,0.166,9.065872667,62.8568429
Town,Midwest,20.0,2350.0,6.0,62106.0,0.098,7.657106171,58.70082386
Town,West,15.0,1206.0,4.0,57116.0,0.14300000000000002,5.236160252,45.55108905
Town,Midwest,29.0,2922.0,7.0,77390.0,0.078,8.638110771,59.58638306
Rural,West,6.0,467.0,2.0,40929.0,0.40299999999999997,6.114991285,58.98307618
Urban,West,37.0,8266.0,12.0,73816.0,0.11199999999999999,7.391581765,66.84810662
Suburban,Midwest,8.0,2486.0,6.0,121182.0,0.044000000000000004,9.821630461,60.22766019
Suburban,Midwest,28.0,2722.0,5.0,85665.0,0.061,9.178117538,59.17932827
Suburban,Northeast,2.0,1185.0,3.0,67070.0,0.073,5.956410282,62.1111695
Urban,Midwest,35.0,7604.0,18.0,54111.0,0.175,6.302504499,56.23034843
