1p. Locale broad type (name),1q. Census Region,5o. EPA 2022 Clean School Bus Rebate Program prioritized school district?,2a. Total number of buses,4b. Number of students in district,4c. Number of schools in district,4f. Median household income,4g. Percent of population below the poverty level,5f. PM2.5 concentration,5h. Ozone concentration,5b. Percent non-white and/or Hispanic,0a. Has committed ESBs?
Town,West,No,16.0,726.0,6.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Rural,West,No,16.0,163.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Town,West,No,16.0,156.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,417.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,0.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,107.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,0.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,641.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,312.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Town,West,Yes,16.0,61.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,663.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,303.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,1413.0,8.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,316.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,200.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,275.0,3.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,319.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Suburban,West,No,16.0,13070.0,12.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Rural,West,No,16.0,212.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,44.0,0.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,153.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,268.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,53.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,122.0,2.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Town,West,No,16.0,350.0,2.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,627.0,5.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,806.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Suburban,West,No,16.0,393.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Rural,West,No,16.0,106.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,74.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,76.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,Yes,16.0,92.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Suburban,West,No,16.0,726.0,2.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Town,West,No,16.0,204.0,2.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,147.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,102.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Rural,West,Yes,16.0,70.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,Yes,16.0,3623.0,2.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,108.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,Yes,1.0,125.0,3.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,179.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,410.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,225.0,2.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,427.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,410.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Suburban,West,No,16.0,217.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,1274.0,3.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Town,West,No,16.0,82.0,19.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,61.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,501.0,3.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Suburban,West,No,16.0,190.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Town,West,No,16.0,214.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,79.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Rural,West,No,16.0,0.0,2.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,87.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Rural,West,No,16.0,256.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Town,West,Yes,3.0,1376.0,5.0,47882.0,0.168,4.353602863,61.89327226,0.269911272,0.0
Rural,West,Yes,16.0,95.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,133.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,699.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,1071.0,4.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,293.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Suburban,West,No,16.0,791.0,2.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,698.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,133.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,186.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,472.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,156.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,429.0,2.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Suburban,West,No,16.0,296.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,250.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,875.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Suburban,West,No,16.0,2794.0,2.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,200.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,31.0,734.0,2.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Rural,West,No,16.0,423.0,3.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,337.0,2.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,127.0,2.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,509.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Suburban,West,No,16.0,61.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,403.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,269.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Rural,West,Yes,16.0,22.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Rural,West,Yes,16.0,69.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,89.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,23.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,986.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,2040.0,2.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,80.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,44.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,171.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Suburban,West,No,16.0,26.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Rural,West,No,16.0,296.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Town,West,No,16.0,507.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Town,West,No,16.0,508.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,1679.0,2.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Town,West,No,16.0,268.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,153.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,1123.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Town,West,Yes,106.0,7178.0,14.0,47152.0,0.166,4.112225867,61.80275032,0.236865889,0.0
Urban,West,No,16.0,1136.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Suburban,West,No,16.0,546.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,818.0,7.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Rural,West,No,16.0,70.0,2.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Town,West,No,16.0,5.0,8.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Suburban,West,No,16.0,261.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,208.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,518.0,2.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,59.0,2.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,142.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Rural,West,No,16.0,353.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Suburban,West,No,16.0,982.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,645.0,3.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,6392.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,459.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Suburban,West,No,16.0,35.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Town,West,Yes,10.0,340.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,15.0,575.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Town,West,No,16.0,7.0,7.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,136.0,2.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Rural,West,Yes,16.0,11.0,13.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,3.0,12.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Rural,West,No,16.0,72.0,10.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Town,West,No,16.0,20.0,9.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,31.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Suburban,West,No,16.0,113.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Suburban,West,No,16.0,549.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,373.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,421.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,305.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Suburban,West,No,16.0,191.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Suburban,West,No,16.0,320.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,2038.0,3.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,53.0,2.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,115.0,3.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,303.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,111.0,2.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,792.0,2.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,108.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,409.0,4.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,286.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,270.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,79.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,198.0,2.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,125.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Suburban,West,No,16.0,264.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,246.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,191.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,88.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Town,West,No,16.0,175.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,392.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Suburban,West,No,16.0,617.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,7.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,66.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Suburban,West,No,16.0,1035.0,5.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,190.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Suburban,West,No,16.0,142.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,176.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Suburban,West,No,16.0,536.0,2.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Rural,West,Yes,16.0,39.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Rural,West,Yes,16.0,9.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,150.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Suburban,West,No,16.0,546.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,324.0,3.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,119.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Town,West,No,16.0,541.0,2.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Town,West,No,16.0,105.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Rural,West,No,16.0,274.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,486.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Rural,West,Yes,8.0,15.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,Yes,16.0,17.0,2.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,155.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Suburban,West,No,16.0,508.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,628.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Rural,West,No,16.0,2576.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Suburban,West,No,16.0,318.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,6225.0,2.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,694.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Rural,West,Yes,16.0,155.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,713.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Suburban,West,No,16.0,248.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,120.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Rural,West,No,16.0,432.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,365.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,408.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,39.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,0.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Rural,West,No,16.0,0.0,0.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,3.0,0.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,0.0,0.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Rural,West,No,16.0,23.0,0.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Town,West,No,16.0,0.0,0.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,430.0,20.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Rural,West,Yes,3.0,142.0,2.0,40913.0,0.20800000000000002,4.485067123,60.44887,0.245798319,0.0
Town,West,Yes,6.0,403.0,2.0,38181.0,0.161,5.615233699,57.71159,0.510631443,0.0
Urban,West,Yes,64.0,10157.0,17.0,45063.0,0.289,7.410653218,68.62206031,0.829612097,0.0
Rural,West,No,16.0,702.0,0.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,994.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Suburban,West,No,16.0,907.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Rural,West,No,16.0,108.0,12.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,123.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,243.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,292.0,58.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,88.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,555.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,487.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,242.0,2.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Town,West,No,16.0,45.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,42.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Rural,West,Yes,4.0,59.0,1.0,64205.0,0.14400000000000002,3.61374389,63.57568,0.342340279,0.0
Urban,West,No,16.0,354.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,245.0,2.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,607.0,2.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,180.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,1035.0,3.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,68.0,2.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,100.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Rural,West,No,16.0,892.0,2.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,314.0,2.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,801.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Suburban,West,No,112.0,12042.0,22.0,60477.0,0.142,4.279627744,63.02778916,0.385018022,0.0
Rural,West,Yes,18.0,200.0,2.0,51862.0,0.165,6.565927805,59.35305109,0.337621958,0.0
Rural,West,No,16.0,1268.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Rural,West,No,16.0,3119.0,3.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,875.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,114.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Rural,West,Yes,1.0,12.0,1.0,35000.0,0.281,4.461657973,61.55313,0.320636725,0.0
Urban,West,No,16.0,94.0,2.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,92.0,58.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,444.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
